Station Name,Month,Period,No. of Years,Mean Temperature in degree C - Maximum,Mean Temperature  in degree C - Minimum,Mean Rainfall in mm,Soil Type,Wheat,Maize,Rice,Pulse,Sugarcane,Jute
Jullundur,October,1970-1999,14,31.5,18.3,1.5,10,0,0,0,0,0,0
Jullundur,November,1970-1999,14,27.2,12.1,3.5,10,0,0,0,0,0,0
Jullundur,December,1970-1999,14,22.3,7.2,9.7,10,0,0,0,0,0,0
Kanpur,January,1901-1995,84,23,8.5,15.4,10,0,0,0,0,0,0
Kanpur,February,1901-1995,84,26,11,16.4,10,0,0,0,0,0,0
Kanpur,March,1901-1995,84,32.3,16.2,7.9,10,0,0,0,0,0,0
Kanpur,April,1901-1995,84,38.2,21.9,5.3,10,0,0,0,0,0,0
Kanpur,May,1901-1995,84,41.3,26.4,8.4,10,0,0,0,0,0,0
Kanpur,June,1901-1995,84,39.9,28.5,66.3,10,0,0,0,0,0,0
Kanpur,July,1901-1995,84,34.2,26.7,244.6,10,0,0,0,0,0,1
Kanpur,August,1901-1995,84,32.5,25.9,273.2,10,0,0,0,0,0,1
Kanpur,September,1901-1995,84,33.1,24.9,161.7,10,0,0,1,0,1,1
Kanpur,October,1901-1995,84,33,19.6,40,10,0,0,0,0,0,0
Kanpur,November,1901-1995,84,28.9,12.7,4.6,10,0,0,0,0,0,0
Kanpur,December,1901-1995,84,24.2,8.8,7.1,10,0,0,0,0,0,0
Kanyakumari,January,1961-2000,40,30.8,23.4,13.4,10,0,0,0,0,0,0
Kanyakumari,February,1961-2000,40,31.6,23.8,13.5,10,0,0,0,0,0,0
Kanyakumari,March,1961-2000,40,32.1,25,23.3,10,0,0,0,0,0,0
Kanyakumari,April,1961-2000,40,32.7,26.1,64.5,10,0,1,0,0,0,0
Kanyakumari,May,1961-2000,40,32.5,26.2,51.2,10,0,1,0,0,0,0
Kanyakumari,June,1961-2000,40,30.5,24.5,87.8,10,0,1,0,0,0,0
Kanyakumari,July,1961-2000,40,30.3,24,47,10,0,0,0,0,0,0
Kanyakumari,August,1961-2000,40,30.4,23.9,41.4,10,0,0,0,0,0,0
Kanyakumari,September,1961-2000,40,30.6,24.3,38.9,10,0,0,0,0,0,0
Kanyakumari,October,1961-2000,40,30.5,24.3,127.5,10,0,0,1,0,1,0
Kanyakumari,November,1961-2000,40,30.2,24,165.3,10,0,0,1,0,1,1
Kanyakumari,December,1961-2000,40,30.2,23.7,61.1,10,0,1,0,0,0,0
Karnal,January,1949-1999,50,19.9,7.1,26.9,10,0,0,0,0,0,0
Karnal,February,1949-1999,50,22.7,9.2,17.5,10,0,0,0,0,0,0
Karnal,March,1949-1999,50,28.1,13.5,18.6,10,0,0,0,0,0,0
Karnal,April,1949-1999,50,35.2,19.2,6.7,10,0,0,0,0,0,0
Karnal,May,1949-1999,50,38.9,23.6,9.8,10,0,0,0,0,0,0
Karnal,June,1949-1999,50,38.8,26,50.7,10,0,1,0,0,0,0
Karnal,July,1949-1999,50,34.2,25.4,194.8,10,0,0,1,0,0,1
Karnal,August,1949-1999,50,32.8,24.9,221.5,10,0,0,0,0,0,1
Karnal,September,1949-1999,50,32.9,23.2,93.3,10,0,1,0,0,0,0
Karnal,October,1949-1999,50,31.7,17.7,21.7,10,0,0,0,0,0,0
Karnal,November,1949-1999,50,27.2,11.9,4.7,10,0,0,0,0,0,0
Karnal,December,1949-1999,50,22.1,8,9.7,10,0,0,0,0,0,0
Khajuraho,January,1970-2000,30,24.3,8.4,20.8,8,0,0,0,0,0,0
Khajuraho,February,1970-2000,30,27.6,10.6,28.2,8,0,0,0,0,0,0
Khajuraho,March,1970-2000,30,33.8,15.5,8.3,8,0,0,0,0,0,0
Khajuraho,April,1970-2000,30,39.8,21.9,5.4,8,0,0,0,0,0,0
Khajuraho,May,1970-2000,30,42.7,27,9.4,8,0,0,0,0,0,0
Khajuraho,June,1970-2000,30,40.1,28.4,100,8,0,0,0,0,1,0
Khajuraho,July,1970-2000,30,33.8,26.1,322.8,8,0,0,0,0,0,1
Khajuraho,August,1970-2000,30,32.1,25.2,401.2,8,0,0,0,0,0,1
Khajuraho,September,1970-2000,30,32.9,24,187.8,8,0,0,1,0,0,1
Khajuraho,October,1970-2000,30,33.7,19.1,37.3,8,0,0,0,0,0,0
Khajuraho,November,1970-2000,30,29.9,13.1,8.5,8,0,0,0,0,0,0
Khajuraho,December,1970-2000,30,25.7,9,4.8,8,0,0,0,0,0,0
Kodaikanal,January,1901-2000,100,17.5,8.1,59.1,0,0,0,0,0,0,0
Kodaikanal,February,1901-2000,100,18.6,8.5,34.6,0,0,0,0,0,0,0
Kodaikanal,March,1901-2000,100,20.1,10.1,52.6,0,0,0,0,0,0,0
Kodaikanal,April,1901-2000,100,20.6,11.7,136,0,0,0,0,0,0,0
Kodaikanal,May,1901-2000,100,20.9,12.6,146.1,0,0,0,0,0,0,0
Kodaikanal,June,1901-2000,100,18.9,12,97.7,0,0,0,0,0,0,0
Kodaikanal,July,1901-2000,100,17.7,11.4,122.1,0,0,0,0,0,0,0
Kodaikanal,August,1901-2000,100,17.9,11.3,153.1,0,0,0,0,0,0,0
Kodaikanal,September,1901-2000,100,18.1,11.2,185.6,0,0,0,0,0,0,0
Kodaikanal,October,1901-2000,100,17.4,10.7,253.9,0,0,0,0,0,0,0
Kodaikanal,November,1901-2000,100,16.4,9.7,235,0,0,0,0,0,0,0
Kodaikanal,December,1901-2000,100,16.7,8.7,141.4,0,0,0,0,0,0,0
Kohima,January,1952-1992,33,16.6,8.1,11.7,1,0,0,0,0,0,0
Kohima,February,1952-1992,33,17.9,9.3,35.4,1,0,0,0,0,0,0
Kohima,March,1952-1992,33,22.1,12.7,47.6,1,0,0,0,0,0,0
Kohima,April,1952-1992,33,24.1,15.6,88.7,1,0,1,0,0,0,0
Kohima,May,1952-1992,33,24.4,16.9,159.2,1,0,0,1,0,0,1
Kohima,June,1952-1992,33,24.9,18.1,333.8,1,0,0,0,0,0,1
Kohima,July,1952-1992,33,25,18.8,371.8,1,0,0,0,0,0,1
Kohima,August,1952-1992,33,25.4,18.9,364,1,0,0,0,0,0,1
Kohima,September,1952-1992,33,25,18.1,250.1,1,0,0,0,0,0,1
Kohima,October,1952-1992,33,23.4,16.6,126,1,0,0,1,0,0,0
Kohima,November,1952-1992,33,20.6,13.1,35.2,1,0,0,0,0,0,0
Kohima,December,1952-1992,33,17.7,9.4,7.8,1,0,0,0,0,0,0
Kolkata,January,1901-2000,100,26,13.7,13.3,10,0,0,0,0,0,0
Kolkata,February,1901-2000,100,29,16.6,25.6,10,0,0,0,0,0,0
Kolkata,March,1901-2000,100,33.7,21.4,33.3,10,0,0,0,0,0,0
Kolkata,April,1901-2000,100,35.7,24.9,51.2,10,0,1,0,0,0,0
Kolkata,May,1901-2000,100,35.5,26.1,126.2,10,0,0,1,0,1,0
Kolkata,June,1901-2000,100,33.7,26.5,282.4,10,0,0,0,0,0,1
Kolkata,July,1901-2000,100,32,26.2,339.8,10,0,0,0,0,0,1
Kolkata,August,1901-2000,100,31.8,26.1,333.2,10,0,0,0,0,0,1
Kolkata,September,1901-2000,100,32,25.9,277.2,10,0,0,0,0,0,1
Kolkata,October,1901-2000,100,31.7,23.9,138.9,10,0,0,1,0,1,0
Kolkata,November,1901-2000,100,29.3,18.8,23.9,10,0,0,0,0,0,0
Kolkata,December,1901-2000,100,26.4,14.2,6.4,10,0,0,0,0,0,0
Kota,January,1961-2000,40,23.7,10.9,5.4,2,0,0,0,0,0,0
Kota,February,1961-2000,40,26.9,13.7,4.4,2,0,0,0,0,0,0
Kota,March,1961-2000,40,32.9,19.1,4,2,0,0,0,0,0,0
Kota,April,1961-2000,40,38.8,25,3.2,2,0,0,0,0,0,0
Kota,May,1961-2000,40,42.1,29.3,10.3,2,0,0,0,0,0,0
Kota,June,1961-2000,40,40,29.2,62.9,2,0,0,0,0,0,0
Kota,July,1961-2000,40,34.2,26.5,257,2,0,0,0,0,0,0
Kota,August,1961-2000,40,32,25.4,245.8,2,0,0,0,0,0,0
Kota,September,1961-2000,40,33.7,25,98.5,2,0,0,0,0,0,0
Kota,October,1961-2000,40,34.3,21.8,19.6,2,0,0,0,0,0,0
Kota,November,1961-2000,40,29.9,16.3,7.8,2,0,0,0,0,0,0
Kota,December,1961-2000,40,25.3,11.9,3.5,2,0,0,0,0,0,0
Kozhikode,January,1996-2000,5,33,22.3,7.4,7,0,0,0,0,0,0
Kozhikode,February,1996-2000,5,33.5,23.1,3.3,7,0,0,0,0,0,0
Kozhikode,March,1996-2000,5,34.5,24.9,23.4,7,0,0,0,0,0,0
Kozhikode,April,1996-2000,5,34.2,25.5,73.8,7,0,0,0,1,0,0
Kozhikode,May,1996-2000,5,33.1,25.3,189.7,7,0,0,1,0,0,1
Kozhikode,June,1996-2000,5,29.8,23.6,736.4,7,0,0,0,0,0,1
Kozhikode,July,1996-2000,5,28.8,23.1,789.3,7,0,0,0,0,0,1
Kozhikode,August,1996-2000,5,29.1,23.4,395.5,7,0,0,0,0,0,1
Kozhikode,September,1996-2000,5,30.4,23.7,237.4,7,0,0,0,0,0,1
Kozhikode,October,1996-2000,5,30.8,23.5,400.9,7,0,0,0,0,0,1
Kozhikode,November,1996-2000,5,31.9,23.4,158.5,7,0,0,1,0,1,1
Kozhikode,December,1996-2000,5,32.2,22.5,119.9,7,0,0,1,0,1,0
Lucknow,January,1952-2000,49,22.5,7.3,19.1,10,0,0,0,0,0,0
Lucknow,February,1952-2000,49,25.9,9.7,17.6,10,0,0,0,0,0,0
Lucknow,March,1952-2000,49,32.1,14.5,8.7,10,0,0,0,0,0,0
Lucknow,April,1952-2000,49,38,20.4,5.8,10,0,0,0,0,0,0
Lucknow,May,1952-2000,49,40.3,24.7,18.8,10,0,0,0,0,0,0
Lucknow,June,1952-2000,49,38.6,27,103.2,10,0,0,1,0,1,0
Lucknow,July,1952-2000,49,33.8,26.1,277.4,10,0,0,0,0,0,1
Lucknow,August,1952-2000,49,32.9,25.6,284,10,0,0,0,0,0,1
Lucknow,September,1952-2000,49,33,24.3,201.4,10,0,0,0,0,0,1
Lucknow,October,1952-2000,49,32.6,19,49,10,0,0,0,0,0,0
Lucknow,November,1952-2000,49,29,12.3,8,10,0,0,0,0,0,0
Lucknow,December,1952-2000,49,24.3,8,16.4,10,0,0,0,0,0,0
Ludhiana,January,1901-1984,84,19.7,6.2,30.6,10,0,0,0,0,0,0
Ludhiana,February,1901-1984,84,22.4,8.4,34.1,10,0,0,0,0,0,0
Ludhiana,March,1901-1984,84,28.3,13.1,28.7,10,0,0,0,0,0,0
Ludhiana,April,1901-1984,84,35.2,18.8,14.9,10,0,0,0,0,0,0
Ludhiana,May,1901-1984,84,40.2,23.9,14.7,10,0,0,0,0,0,0
Ludhiana,June,1901-1984,84,40.7,27.1,52,10,0,0,0,0,0,0
Ludhiana,July,1901-1984,84,35.9,26.7,200.2,10,0,0,0,0,0,1
Ludhiana,August,1901-1984,84,34.4,25.9,174.3,10,0,0,1,0,1,1
Ludhiana,September,1901-1984,84,34.7,23.7,108.4,10,0,0,1,0,1,0
Ludhiana,October,1901-1984,84,33.3,17.6,19.8,10,0,0,0,0,0,0
Ludhiana,November,1901-1984,84,27.7,10.6,5.4,10,0,0,0,0,0,0
Ludhiana,December,1901-1984,84,21.9,6.6,15.6,10,0,0,0,0,0,0
Madurai,January,1958-2000,43,30.5,20.1,16.1,0,0,0,0,0,0,0
Madurai,February,1958-2000,43,32.9,21,8.6,0,0,0,0,0,0,0
Madurai,March,1958-2000,43,35.6,22.9,12.3,0,0,0,0,0,0,0
Madurai,April,1958-2000,43,37,25.2,47.8,0,0,0,0,0,0,0
Madurai,May,1958-2000,43,37.6,26,68.8,0,0,0,0,0,0,0
Madurai,June,1958-2000,43,36.7,25.9,42.9,0,0,0,0,0,0,0
Madurai,July,1958-2000,43,35.8,25.6,59.1,0,0,0,0,0,0,0
Madurai,August,1958-2000,43,35.6,25.2,84.9,0,0,0,0,0,0,0
Madurai,September,1958-2000,43,34.8,24.4,124.5,0,0,0,0,0,1,0
Madurai,October,1958-2000,43,32.6,23.5,172.5,0,0,0,0,0,1,0
Madurai,November,1958-2000,43,30.4,22.5,146.6,0,0,0,0,0,1,0
Madurai,December,1958-2000,43,29.6,21.1,58.5,0,0,0,0,0,0,0
Mahabaleshwar,January,1932-2000,69,25.1,13.5,1.7,10,0,0,0,0,0,0
Mahabaleshwar,February,1932-2000,69,27,14.5,1,10,0,0,0,0,0,0
Mahabaleshwar,March,1932-2000,69,29.7,17.2,6.1,10,0,0,0,0,0,0
Mahabaleshwar,April,1932-2000,69,30.9,18.7,24.6,10,0,0,0,0,0,0
Mahabaleshwar,May,1932-2000,69,29.4,18.1,58.4,10,0,1,0,0,0,0
Mahabaleshwar,June,1932-2000,69,22.4,17,874.4,10,0,0,0,0,0,0
Mahabaleshwar,July,1932-2000,69,19.4,16.6,2344.7,10,0,0,0,0,0,0
Mahabaleshwar,August,1932-2000,69,19.2,16.4,1711.4,10,0,0,0,0,0,0
Mahabaleshwar,September,1932-2000,69,21,15.9,601.9,10,0,0,0,0,0,0
Mahabaleshwar,October,1932-2000,69,24.8,16.1,150.8,10,0,0,1,0,0,1
Mahabaleshwar,November,1932-2000,69,24.7,14.8,41,10,0,0,0,0,0,0
Mahabaleshwar,December,1932-2000,69,24.3,13.7,11.2,10,0,0,0,0,0,0
Malda,January,1901-1999,78,24.3,11.3,11.9,10,0,0,0,0,0,0
Malda,February,1901-1999,78,27.3,13.4,16.1,10,0,0,0,0,0,0
Malda,March,1901-1999,78,32.8,17.7,15.1,10,0,0,0,0,0,0
Malda,April,1901-1999,78,36.3,22.2,29.6,10,0,0,0,0,0,0
Malda,May,1901-1999,78,35.7,24.4,109.6,10,0,0,1,0,1,0
Malda,June,1901-1999,78,33.8,25.8,218.9,10,0,0,0,0,0,1
Malda,July,1901-1999,78,32.2,26,307.5,10,0,0,0,0,0,1
Malda,August,1901-1999,78,32,26.1,289.4,10,0,0,0,0,0,1
Malda,September,1901-1999,78,32.1,25.8,275.9,10,0,0,0,0,0,1
Malda,October,1901-1999,78,31.3,22.9,105.6,10,0,0,1,0,1,0
Malda,November,1901-1999,78,28.7,17.3,12.1,10,0,0,0,0,0,0
Malda,December,1901-1999,78,25.4,12.6,4.4,10,0,0,0,0,0,0
Manali,January,1968-2000,32,10.6,-1.7,128.9,9,0,0,0,0,0,0
Manali,February,1968-2000,32,11.7,-0.7,124.3,9,0,0,0,0,0,0
Manali,March,1968-2000,32,16.1,2.4,189.6,9,0,0,0,0,0,0
Manali,April,1968-2000,32,21.9,5.9,103.7,9,0,0,0,0,0,0
Manali,May,1968-2000,32,24.9,8.6,82.5,9,0,1,0,0,0,0
Manali,June,1968-2000,32,27.2,12.4,74.3,9,0,1,0,0,0,0
Manali,July,1968-2000,32,25.9,15.3,217.5,9,0,0,0,0,0,0
Manali,August,1968-2000,32,25.4,14.9,205.4,9,0,0,0,0,0,0
Manali,September,1968-2000,32,25,11.2,111.9,9,0,0,0,0,0,0
Manali,October,1968-2000,32,22.4,5.4,37.9,9,0,0,0,0,0,0
Manali,November,1968-2000,32,18.4,1.5,31.7,9,0,0,0,0,0,0
Manali,December,1968-2000,32,13.8,-0.4,56.1,9,0,0,0,0,0,0
Mangalore,January,1956-2000,45,32.8,20.8,1.1,0,0,0,0,0,0,0
Mangalore,February,1956-2000,45,33,21.8,0.2,0,0,0,0,0,0,0
Mangalore,March,1956-2000,45,33.5,23.6,2.9,0,0,0,0,0,0,0
Mangalore,April,1956-2000,45,34,25,24.4,0,0,0,0,0,0,0
Mangalore,May,1956-2000,45,33.3,25.1,183.2,0,0,0,0,0,0,0
Mangalore,June,1956-2000,45,29.7,23.4,1027.2,0,0,0,0,0,0,0
Mangalore,July,1956-2000,45,28.2,22.9,1200.4,0,0,0,0,0,0,0
Mangalore,August,1956-2000,45,28.4,23,787.3,0,0,0,0,0,0,0
Mangalore,September,1956-2000,45,29.5,23.1,292.1,0,0,0,0,0,0,0
Mangalore,October,1956-2000,45,30.9,23.1,190.8,0,0,0,0,0,0,0
Mangalore,November,1956-2000,45,32.3,22.4,70.9,0,0,0,0,0,0,0
Mangalore,December,1956-2000,45,32.8,21.2,16.4,0,0,0,0,0,0,0
Masulipatnam,January,1901-2000,100,28.2,19.3,5.3,10,0,0,0,0,0,0
Masulipatnam,February,1901-2000,100,30,20.7,12.3,10,0,0,0,0,0,0
Masulipatnam,March,1901-2000,100,32.3,22.6,10.2,10,0,0,0,0,0,0
Masulipatnam,April,1901-2000,100,34.3,25.6,14.4,10,0,0,0,0,0,0
Masulipatnam,May,1901-2000,100,37,27.6,36.8,10,0,0,0,0,0,0
Masulipatnam,June,1901-2000,100,36.6,27.2,103.4,10,0,0,0,0,1,0
Masulipatnam,July,1901-2000,100,33.2,25.6,186.1,10,0,0,1,0,0,1
Masulipatnam,August,1901-2000,100,32.6,25.6,164.1,10,0,0,1,0,1,1
Masulipatnam,September,1901-2000,100,32.3,25.5,168.1,10,0,0,1,0,1,1
Masulipatnam,October,1901-2000,100,31.2,24.4,223.4,10,0,0,0,0,0,1
Masulipatnam,November,1901-2000,100,29.5,21.9,126.8,10,0,0,1,0,1,0
Masulipatnam,December,1901-2000,100,28.2,19.5,19.9,10,0,0,0,0,0,0
Minicoy,January,1901-2000,99,30.2,23.3,37.2,10,0,0,0,0,0,0
Minicoy,February,1901-2000,99,30.5,23.8,23.9,10,0,0,0,0,0,0
Minicoy,March,1901-2000,99,31.4,24.8,20.9,10,0,0,0,0,0,0
Minicoy,April,1901-2000,99,32.1,26.1,57.2,10,0,1,0,0,0,0
Minicoy,May,1901-2000,99,31.8,26.2,184.3,10,0,0,1,0,0,1
Minicoy,June,1901-2000,99,30.5,25.3,298.6,10,0,0,0,0,0,1
Minicoy,July,1901-2000,99,30.1,25,245.2,10,0,0,0,0,0,1
Minicoy,August,1901-2000,99,30,24.9,212,10,0,0,0,0,0,1
Minicoy,September,1901-2000,99,30,24.9,162.4,10,0,0,1,0,1,1
Minicoy,October,1901-2000,99,30.2,24.6,176.7,10,0,0,1,0,0,1
Minicoy,November,1901-2000,99,30.3,24.1,143.4,10,0,0,1,0,1,0
Minicoy,December,1901-2000,99,30.3,23.7,83.4,10,0,1,0,0,0,0
Mukteswar,January,1901-2000,100,10.5,1.6,54.5,9,0,0,0,0,0,0
Mukteswar,February,1901-2000,100,11.5,2.3,56.5,9,0,0,0,0,0,0
Mukteswar,March,1901-2000,100,15.9,5.8,49.7,9,0,0,0,0,0,0
Mukteswar,April,1901-2000,100,20.7,10.1,35.3,9,0,0,0,0,0,0
Mukteswar,May,1901-2000,100,23.4,12.9,58.3,9,0,1,0,0,0,0
Mukteswar,June,1901-2000,100,23.3,14.2,157.2,9,0,0,0,0,0,0
Mukteswar,July,1901-2000,100,20.9,14.2,307.4,9,0,0,0,0,0,0
Mukteswar,August,1901-2000,100,20.2,13.9,299.4,9,0,0,0,0,0,0
Mukteswar,September,1901-2000,100,20.1,12.5,202.3,9,0,0,0,0,0,0
Mukteswar,October,1901-2000,100,18.9,9.5,60.9,9,0,0,0,0,0,0
Mukteswar,November,1901-2000,100,15.8,5.9,8.8,9,0,0,0,0,0,0
Mukteswar,December,1901-2000,100,12.8,3.4,23.1,9,0,0,0,0,0,0
Mumbai,January,1951-2000,50,30.7,16.7,15.1,1,0,0,0,0,0,0
Mumbai,February,1951-2000,50,31.2,17.7,1,1,0,0,0,0,0,0
Mumbai,March,1951-2000,50,32.7,20.8,0.1,1,0,0,0,0,0,0
Mumbai,April,1951-2000,50,33,23.8,0.5,1,0,0,0,0,0,0
Mumbai,May,1951-2000,50,33.3,26.4,20.6,1,0,0,0,0,0,0
Mumbai,June,1951-2000,50,32.1,26.2,504.2,1,0,0,0,0,0,1
Mumbai,July,1951-2000,50,30,25.1,819.4,1,0,0,0,0,0,1
Mumbai,August,1951-2000,50,29.6,24.8,546.8,1,0,0,0,0,0,1
Mumbai,September,1951-2000,50,30.3,24.3,325.2,1,0,0,0,0,0,1
Mumbai,October,1951-2000,50,33.1,23.4,81.1,1,0,1,0,0,0,0
Mumbai,November,1951-2000,50,33.5,20.8,113.2,1,0,0,1,0,1,0
Mumbai,December,1951-2000,50,32.1,18.3,4.1,1,0,0,0,0,0,0
Mysore,January,1901-2000,100,28.6,16.2,4.8,0,0,0,0,0,0,0
Mysore,February,1901-2000,100,31.1,17.9,5.1,0,0,0,0,0,0,0
Mysore,March,1901-2000,100,33.6,19.9,11.6,0,0,0,0,0,0,0
Mysore,April,1901-2000,100,34.3,21.2,62.4,0,0,0,0,0,0,0
Mysore,May,1901-2000,100,32.9,21,145.7,0,0,0,0,0,1,0
Mysore,June,1901-2000,100,29.2,20.1,67.3,0,0,0,0,0,0,0
Mysore,July,1901-2000,100,27.7,19.6,74.3,0,0,0,0,0,0,0
Mysore,August,1901-2000,100,28,19.5,78.6,0,0,0,0,0,0,0
Mysore,September,1901-2000,100,28.9,19.3,117.6,0,0,0,0,0,1,0
Mysore,October,1901-2000,100,28.8,19.5,158.7,0,0,0,0,0,1,0
Mysore,November,1901-2000,100,27.9,18.2,63.8,0,0,0,0,0,0,0
Mysore,December,1901-2000,100,27.5,16.5,14.3,0,0,0,0,0,0,0
Nagpur,January,1901-2000,100,28.7,13.1,12.5,7,0,0,0,0,0,0
Nagpur,February,1901-2000,100,31.4,15.1,20.7,7,0,0,0,0,0,0
Nagpur,March,1901-2000,100,36.1,19.2,17.6,7,0,0,0,0,0,0
Nagpur,April,1901-2000,100,40.1,24,14.3,7,0,0,0,0,0,0
Nagpur,May,1901-2000,100,42.5,28,19.2,7,0,0,0,0,0,0
Nagpur,June,1901-2000,100,37.7,26.4,190.1,7,0,0,1,0,0,1
Nagpur,July,1901-2000,100,31.2,24,341.7,7,0,0,0,0,0,1
Nagpur,August,1901-2000,100,30.5,23.6,280.5,7,0,0,0,0,0,1
Nagpur,September,1901-2000,100,31.7,23.1,183.1,7,0,0,1,0,0,1
Nagpur,October,1901-2000,100,32.6,20,56.8,7,0,0,0,1,0,0
Nagpur,November,1901-2000,100,30.2,15.3,16.6,7,0,0,0,0,0,0
Nagpur,December,1901-2000,100,28.1,12.1,13.2,7,0,0,0,0,0,0
Nainital,January,1953-1979,27,10.7,1.7,80.3,9,0,0,0,0,0,0
Nainital,February,1953-1979,27,12.3,3.5,60.4,9,0,0,0,0,0,0
Nainital,March,1953-1979,27,16.3,7.5,55.7,9,0,0,0,0,0,0
Nainital,April,1953-1979,27,20.8,11.9,33.7,9,0,0,0,0,0,0
Nainital,May,1953-1979,27,23.5,14.6,73.8,9,0,1,0,0,0,0
Nainital,June,1953-1979,27,23.5,16.4,327.5,9,0,0,0,0,0,0
Nainital,July,1953-1979,27,21.6,16.5,725,9,0,0,0,0,0,0
Nainital,August,1953-1979,27,21,16,553.4,9,0,0,0,0,0,0
Nainital,September,1953-1979,27,20.7,14.1,385,9,0,0,0,0,0,0
Nainital,October,1953-1979,27,18.7,9.7,135.4,9,0,0,0,0,0,0
Nainital,November,1953-1979,27,15.4,5.7,7.9,9,0,0,0,0,0,0
Nainital,December,1953-1979,27,12.9,3.1,27.6,9,0,0,0,0,0,0
Nasik,January,1949-1990,36,29.9,10.8,1.3,7,0,0,0,0,0,0
Nasik,February,1949-1990,36,31.8,12,0.6,7,0,0,0,0,0,0
Nasik,March,1949-1990,36,35.2,15.1,5.1,7,0,0,0,0,0,0
Nasik,April,1949-1990,36,37.2,19.4,8,7,0,0,0,0,0,0
Nasik,May,1949-1990,36,37.2,21.4,18.5,7,0,0,0,0,0,0
Nasik,June,1949-1990,36,32.5,22.4,100.8,7,0,0,1,0,1,0
Nasik,July,1949-1990,36,28,22.2,201.7,7,0,0,0,0,0,1
Nasik,August,1949-1990,36,27.3,21.3,136.7,7,0,0,1,0,1,0
Nasik,September,1949-1990,36,28.8,20.9,145,7,0,0,1,0,1,0
Nasik,October,1949-1990,36,31.7,18.5,56.9,7,0,0,0,1,0,0
Nasik,November,1949-1990,36,31,13.6,24.1,7,0,0,0,0,0,0
Nasik,December,1949-1990,36,30.1,11.6,6.6,7,0,0,0,0,0,0
Palam,January,1956-2000,45,20.8,6.7,18.9,10,0,0,0,0,0,0
Palam,February,1956-2000,45,23.9,9.1,16.6,10,0,0,0,0,0,0
Palam,March,1956-2000,45,30,14.1,10.8,10,0,0,0,0,0,0
Palam,April,1956-2000,45,36.9,20.5,30.4,10,0,0,0,0,0,0
Palam,May,1956-2000,45,40.5,25.1,29,10,0,0,0,0,0,0
Palam,June,1956-2000,45,40.3,27.6,54.3,10,0,0,0,0,0,0
Palam,July,1956-2000,45,35.4,26.4,216.8,10,0,0,0,0,0,1
Palam,August,1956-2000,45,33.7,25.6,247.6,10,0,0,0,0,0,1
Palam,September,1956-2000,45,34.2,23.8,133.8,10,0,0,1,0,1,0
Palam,October,1956-2000,45,33.3,18.8,15.4,10,0,0,0,0,0,0
Palam,November,1956-2000,45,28.3,12.7,6.6,10,0,0,0,0,0,0
Palam,December,1956-2000,45,22.7,7.8,15.2,10,0,0,0,0,0,0
New Delhi (SFD),January,1901-2000,100,20.8,7.8,20.9,10,0,0,0,0,0,0
New Delhi (SFD),February,1901-2000,100,23.7,10.3,21,10,0,0,0,0,0,0
New Delhi (SFD),March,1901-2000,100,29.6,15.4,14.5,10,0,0,0,0,0,0
New Delhi (SFD),April,1901-2000,100,36,21.5,10.7,10,0,0,0,0,0,0
New Delhi (SFD),May,1901-2000,100,39.8,26.2,14.1,10,0,0,0,0,0,0
New Delhi (SFD),June,1901-2000,100,39.4,28.3,66.3,10,0,0,0,0,0,0
New Delhi (SFD),July,1901-2000,100,35.2,27,198.4,10,0,0,1,0,0,1
New Delhi (SFD),August,1901-2000,100,33.6,26.2,206.5,10,0,0,0,0,0,1
New Delhi (SFD),September,1901-2000,100,34,24.7,130.3,10,0,0,1,0,1,0
New Delhi (SFD),October,1901-2000,100,32.9,19.4,20.8,10,0,0,0,0,0,0
New Delhi (SFD),November,1901-2000,100,28,12.8,3.9,10,0,0,0,0,0,0
New Delhi (SFD),December,1901-2000,100,22.7,8.4,8.8,10,0,0,0,0,0,0
Palakkad,January,1943-2000,58,33,21.8,3.5,1,0,0,0,0,0,0
Palakkad,February,1943-2000,58,35.4,22.6,6.7,1,0,0,0,0,0,0
Palakkad,March,1943-2000,58,37.3,24.2,20.4,1,0,0,0,0,0,0
Palakkad,April,1943-2000,58,36.5,25.1,72.9,1,0,1,0,1,0,0
Palakkad,May,1943-2000,58,34,24.8,151.7,1,0,0,1,0,1,1
Palakkad,June,1943-2000,58,29.7,23.2,408.2,1,0,0,0,0,0,1
Palakkad,July,1943-2000,58,28.3,22.5,522.6,1,0,0,0,0,0,1
Palakkad,August,1943-2000,58,28.8,22.9,317.6,1,0,0,0,0,0,1
Palakkad,September,1943-2000,58,30.3,23,253.9,1,0,0,0,0,0,1
Palakkad,October,1943-2000,58,31.2,23.2,215.2,1,0,0,0,0,0,1
Palakkad,November,1943-2000,58,31.8,22.9,111.1,1,0,0,1,0,1,0
Palakkad,December,1943-2000,58,31.9,22.2,27.6,1,0,0,0,0,0,0
Panjim,January,1901-2000,50,31.1,20.2,0.9,7,0,0,0,0,0,0
Panjim,February,1901-2000,50,31,20.8,0.1,7,0,0,0,0,0,0
Panjim,March,1901-2000,50,31.4,23.3,0.4,7,0,0,0,0,0,0
Panjim,April,1901-2000,50,32.3,25.5,10.2,7,0,0,0,0,0,0
Panjim,May,1901-2000,50,32.7,26.6,66.7,7,0,0,0,1,0,0
Panjim,June,1901-2000,50,30.1,25,874,7,0,0,0,0,0,1
Panjim,July,1901-2000,50,28.6,24.3,949.5,7,0,0,0,0,0,1
